station,sequence,origin,turbidity_ntu,ph,temperature_c,forecast_h6_ntu,alum_percent,chlorine_percent,global_round,algorithm
tongji,128,PUBLISHED_FIELD,12.1,8.2,20.78,16.32867312554202,19.540125219031378,9.775319991518725,7,RG_AdaFedResidual
virtual,128,DISCLOSED_DIGITAL_TWIN,0.36,9.45,26.88,0.3467295436115653,20.59727891156464,12.542171428571429,7,RG_AdaFedResidual
austin,129,PUBLISHED_FIELD,0.55,9.29,26.32,0.5479883656805511,19.04171074423942,11.566428571428574,7,RG_AdaFedResidual
tongji,129,PUBLISHED_FIELD,10.11,8.11,20.92,15.7860274501644,18.886905780069576,9.800790236061134,7,RG_AdaFedResidual
virtual,129,DISCLOSED_DIGITAL_TWIN,0.35,9.4,26.69,0.3535903091802466,20.288219533318376,12.469497461753004,7,RG_AdaFedResidual
austin,130,PUBLISHED_FIELD,0.54,9.33,26.29,0.547560286868992,19.26559742287229,11.5556097265801,7,RG_AdaFedResidual
tongji,130,PUBLISHED_FIELD,18.51,8.17,21.14,15.389692911599967,20.01667693079464,9.986802721088438,7,RG_AdaFedResidual
virtual,130,DISCLOSED_DIGITAL_TWIN,0.33,9.44,26.56,0.3556155217483983,20.52994011658549,12.420066233375168,7,RG_AdaFedResidual
austin,131,PUBLISHED_FIELD,0.55,9.32,26.41,0.5496773436081501,19.21216528969396,11.598571428571429,7,RG_AdaFedResidual
tongji,131,PUBLISHED_FIELD,16.4,8.120000000000001,20.74,16.30916754906454,19.12675406136022,9.764625850340137,7,RG_AdaFedResidual
virtual,131,DISCLOSED_DIGITAL_TWIN,0.34,9.41,26.76,0.3423883004132083,20.32750840331041,12.49565203659032,7,RG_AdaFedResidual
austin,132,PUBLISHED_FIELD,0.56,9.3,26.4,0.5500635765359353,19.11233404679504,11.595428571428574,7,RG_AdaFedResidual
tongji,132,PUBLISHED_FIELD,18.7,8.06,21.27,17.12446735425541,19.47316707221354,10.03877551020408,7,RG_AdaFedResidual
virtual,132,DISCLOSED_DIGITAL_TWIN,0.3,9.45,26.79,0.3297180486433616,20.54233040519808,12.506501396509409,7,RG_AdaFedResidual
austin,133,PUBLISHED_FIELD,0.58,9.34,26.43,0.552568103260719,19.3668713842592,11.606999999999998,7,RG_AdaFedResidual
tongji,133,PUBLISHED_FIELD,15.17,8.24,22.24,17.10085627779778,19.98745391853918,10.303436310658414,7,RG_AdaFedResidual
virtual,133,DISCLOSED_DIGITAL_TWIN,0.34,9.43,26.56,0.3444622303409186,20.45032594842801,12.41955636862511,7,RG_AdaFedResidual
austin,134,PUBLISHED_FIELD,0.51,9.32,26.49,0.5531215227673185,19.21648725665127,11.627276636690029,7,RG_AdaFedResidual
tongji,134,PUBLISHED_FIELD,14.0,8.18,22.28,16.680512824296553,19.536703573687472,10.299884877182173,7,RG_AdaFedResidual
virtual,134,DISCLOSED_DIGITAL_TWIN,0.28,9.45,26.41,0.3034245489151744,20.492622336790685,12.360537503188503,7,RG_AdaFedResidual
austin,135,PUBLISHED_FIELD,0.55,9.3,26.34,0.55178605803367,19.101003266155374,11.573647973915731,7,RG_AdaFedResidual
tongji,135,PUBLISHED_FIELD,21.42,8.14,22.32,16.28992554652727,20.66414519160706,10.506938775510203,7,RG_AdaFedResidual
virtual,135,DISCLOSED_DIGITAL_TWIN,0.27,9.43,26.59,0.2904598350759545,20.348303744694537,12.428516259127283,7,RG_AdaFedResidual
austin,136,PUBLISHED_FIELD,0.54,9.33,26.4,0.549454701998161,19.2682272773258,11.594976630085638,7,RG_AdaFedResidual
tongji,136,PUBLISHED_FIELD,15.09,8.18,23.49,15.972467557754207,19.32395868879877,10.682549696234869,7,RG_AdaFedResidual
virtual,136,DISCLOSED_DIGITAL_TWIN,0.32,9.44,26.5,0.2968255937470475,20.464664132549466,12.395580952380952,7,RG_AdaFedResidual
austin,137,PUBLISHED_FIELD,0.55,9.31,26.28,0.5526013487322636,19.15894966107561,11.552254343517095,7,RG_AdaFedResidual
tongji,137,PUBLISHED_FIELD,16.3,8.18,21.37,16.224374246897977,19.42281213845454,9.97482993197279,7,RG_AdaFedResidual
virtual,137,DISCLOSED_DIGITAL_TWIN,0.32,9.42,26.66,0.3314108766370706,20.3668929386282,12.45705497340817,7,RG_AdaFedResidual
austin,138,PUBLISHED_FIELD,0.53,9.33,26.34,0.5498553941055758,19.26878297332206,11.573565231175952,7,RG_AdaFedResidual
tongji,138,PUBLISHED_FIELD,19.6,8.23,21.21,16.47380696204628,20.651593896091423,10.055102040816326,7,RG_AdaFedResidual
virtual,138,DISCLOSED_DIGITAL_TWIN,0.26,9.42,26.58,0.3286233001297003,20.361728141419647,12.426451350863074,7,RG_AdaFedResidual
austin,139,PUBLISHED_FIELD,0.56,9.28,26.27,0.5525261192692886,18.99869768315867,11.549,7,RG_AdaFedResidual
tongji,139,PUBLISHED_FIELD,12.62,8.21,22.1,16.883643902773922,19.76013874898433,10.246951451813905,7,RG_AdaFedResidual
virtual,139,DISCLOSED_DIGITAL_TWIN,0.31,9.43,26.46,0.3203654898098616,20.405827392578324,12.380359565248453,7,RG_AdaFedResidual
austin,140,PUBLISHED_FIELD,0.53,9.31,26.48,0.546659540222801,19.150709117980032,11.62342826600955,7,RG_AdaFedResidual
tongji,140,PUBLISHED_FIELD,21.39,8.120000000000001,21.46,18.191157806517133,20.547311984979263,10.213197278911569,7,RG_AdaFedResidual
virtual,140,DISCLOSED_DIGITAL_TWIN,0.25,9.41,26.52,0.2786419192253305,20.205743895175026,12.401309344878872,7,RG_AdaFedResidual
austin,141,PUBLISHED_FIELD,0.53,9.3,26.24,0.5477020630167422,19.09533984217128,11.537758659843576,8,RG_AdaFedResidual
tongji,141,PUBLISHED_FIELD,18.4,8.11,21.8,18.53221507266847,19.69695154530856,10.21219925466674,8,RG_AdaFedResidual
virtual,141,DISCLOSED_DIGITAL_TWIN,0.25,9.43,26.62,0.2693155299426605,20.3058956294023,12.438978233749758,8,RG_AdaFedResidual
austin,142,PUBLISHED_FIELD,0.53,9.26,26.34,0.545680345775962,18.8652561244784,11.573386300533254,8,RG_AdaFedResidual
tongji,142,PUBLISHED_FIELD,20.6,8.1,21.4,19.56510536422396,20.22277444813184,10.160544217687075,8,RG_AdaFedResidual
virtual,142,DISCLOSED_DIGITAL_TWIN,0.2,9.44,26.72,0.2741116020245303,20.375175244305147,12.477292720854454,8,RG_AdaFedResidual
austin,143,PUBLISHED_FIELD,0.56,9.32,26.39,0.5442391164744013,19.225970410431405,11.591857142857142,8,RG_AdaFedResidual
tongji,143,PUBLISHED_FIELD,19.6,8.21,22.18,19.31624126475297,20.54289824391752,10.38503401360544,8,RG_AdaFedResidual
virtual,143,DISCLOSED_DIGITAL_TWIN,0.17,9.46,26.54,0.2304361503384314,20.40206600836035,12.406724700205949,8,RG_AdaFedResidual
austin,144,PUBLISHED_FIELD,0.55,9.33,26.29,0.5486657209269403,19.268983471512144,11.555714285714284,8,RG_AdaFedResidual
tongji,144,PUBLISHED_FIELD,21.11,8.13,21.55,19.40493078757525,20.52550373241749,10.232380952380955,8,RG_AdaFedResidual
virtual,144,DISCLOSED_DIGITAL_TWIN,0.21,9.44,26.75,0.2302009351093247,20.28250026734016,12.48671394750976,8,RG_AdaFedResidual
austin,145,PUBLISHED_FIELD,0.53,9.35,26.59,0.5486276247215627,19.38071600943661,11.662798326773782,8,RG_AdaFedResidual
tongji,145,PUBLISHED_FIELD,25.88,8.15,21.5,19.533207477116868,21.88553839153558,10.410068027210883,8,RG_AdaFedResidual
virtual,145,DISCLOSED_DIGITAL_TWIN,0.19,9.42,26.82,0.2211737926947469,20.14337114800024,12.512967944808905,8,RG_AdaFedResidual
austin,146,PUBLISHED_FIELD,0.54,9.29,26.34,0.5480634538827301,19.03902361910567,11.57348843373783,8,RG_AdaFedResidual
tongji,146,PUBLISHED_FIELD,15.04,8.21,22.39,19.717818959883544,20.575888124857567,10.46127152217212,8,RG_AdaFedResidual
virtual,146,DISCLOSED_DIGITAL_TWIN,0.24,9.41,26.57,0.2393958803416369,20.125301935829867,12.41859047619048,8,RG_AdaFedResidual
austin,147,PUBLISHED_FIELD,0.53,9.33,26.51,0.544264830677376,19.26101233111608,11.634039921314749,8,RG_AdaFedResidual
tongji,147,PUBLISHED_FIELD,22.6,8.14,22.46,20.14403883117825,20.98095477565569,10.602721088435374,8,RG_AdaFedResidual
virtual,147,DISCLOSED_DIGITAL_TWIN,0.28,9.4,26.57,0.2633263794481414,20.1489461133597,12.420419047619047,8,RG_AdaFedResidual
austin,148,PUBLISHED_FIELD,0.5700000000000001,9.32,26.41,0.5470086249424972,19.239659305572225,11.599428571428572,8,RG_AdaFedResidual
tongji,148,PUBLISHED_FIELD,23.61,8.19,23.63,20.357051460011306,21.519044556464348,11.041904761904764,8,RG_AdaFedResidual
virtual,148,DISCLOSED_DIGITAL_TWIN,0.22,9.41,26.75,0.2558726623656241,20.159048567887112,12.487887512184336,8,RG_AdaFedResidual
austin,149,PUBLISHED_FIELD,0.55,9.3,26.39,0.5493507324884601,19.0985289260576,11.591428571428573,8,RG_AdaFedResidual
tongji,149,PUBLISHED_FIELD,21.89,8.03,22.23,20.309708516293146,20.19326091822826,10.495510204081636,8,RG_AdaFedResidual
virtual,149,DISCLOSED_DIGITAL_TWIN,0.21,9.45,26.57,0.2410820641075701,20.36573128098389,12.418639941978252,8,RG_AdaFedResidual
austin,150,PUBLISHED_FIELD,0.56,9.27,26.47,0.5517239980636778,18.94187950134049,11.620428571428572,8,RG_AdaFedResidual
tongji,150,PUBLISHED_FIELD,22.53,8.14,23.0,20.126308497254985,20.962334250662725,10.783537414965986,8,RG_AdaFedResidual
virtual,150,DISCLOSED_DIGITAL_TWIN,0.24,9.4,26.66,0.2385668549487357,20.06577812630606,12.452876190476193,8,RG_AdaFedResidual
austin,151,PUBLISHED_FIELD,0.53,9.3,26.44,0.5485323670450309,19.096492870588268,11.6092228157305,8,RG_AdaFedResidual
tongji,151,PUBLISHED_FIELD,15.28,8.07,22.11,20.32766966533135,19.984613632217247,10.390925292462503,8,RG_AdaFedResidual
virtual,151,DISCLOSED_DIGITAL_TWIN,0.26,9.37,26.64,0.2538779654452395,19.92956180549513,12.446171428571429,8,RG_AdaFedResidual
austin,152,PUBLISHED_FIELD,0.55,9.32,26.57,0.5496444751009586,19.21216528969396,11.655714285714284,8,RG_AdaFedResidual
tongji,152,PUBLISHED_FIELD,23.48,8.14,23.95,20.31539786813652,21.213260700312333,11.145442176870748,8,RG_AdaFedResidual
virtual,152,DISCLOSED_DIGITAL_TWIN,0.25,9.43,26.65,0.266197332422592,20.299507921917503,12.450264259005984,8,RG_AdaFedResidual
austin,153,PUBLISHED_FIELD,0.5700000000000001,9.29,26.45,0.5504340284754033,19.06920476011768,11.613714285714286,8,RG_AdaFedResidual
tongji,153,PUBLISHED_FIELD,26.39,8.13,22.83,21.130712276913112,21.905425122266823,10.88326530612245,8,RG_AdaFedResidual
virtual,153,DISCLOSED_DIGITAL_TWIN,0.24,9.42,26.6,0.2645098874261074,20.236512315857595,12.431139499615671,8,RG_AdaFedResidual
austin,154,PUBLISHED_FIELD,0.5700000000000001,9.32,26.53,0.5549317662932691,19.239659305572225,11.642285714285716,8,RG_AdaFedResidual
tongji,154,PUBLISHED_FIELD,24.21,8.15,24.66,21.543900091392807,21.45790218644165,11.416734693877553,8,RG_AdaFedResidual
virtual,154,DISCLOSED_DIGITAL_TWIN,0.28,9.37,26.54,0.2612573063625142,19.970374684788275,12.408990476190477,8,RG_AdaFedResidual
austin,155,PUBLISHED_FIELD,0.58,9.3,26.5,0.5573673135240182,19.139598656986475,11.632,8,RG_AdaFedResidual
tongji,155,PUBLISHED_FIELD,23.32,8.14,24.92,21.96788752835392,21.171264447937617,11.468843537414967,8,RG_AdaFedResidual
virtual,155,DISCLOSED_DIGITAL_TWIN,0.22,9.42,26.64,0.2534123802863638,20.213409072801703,12.445870280241664,8,RG_AdaFedResidual
austin,156,PUBLISHED_FIELD,0.52,9.32,26.42,0.5566889601655459,19.221412503982645,11.60242952686424,8,RG_AdaFedResidual
tongji,156,PUBLISHED_FIELD,25.2,8.0,24.83,21.69562290085655,20.89744129044308,11.51496598639456,8,RG_AdaFedResidual
virtual,156,DISCLOSED_DIGITAL_TWIN,0.24,9.4,26.67,0.2512805523097007,20.089867899442385,12.457201396677018,8,RG_AdaFedResidual
austin,157,PUBLISHED_FIELD,0.53,9.33,26.53,0.5488404509109936,19.26737503630425,11.641378876467613,8,RG_AdaFedResidual
tongji,157,PUBLISHED_FIELD,22.73,8.01,23.3,20.93158867655034,20.30895772004488,10.893741496598642,8,RG_AdaFedResidual
virtual,157,DISCLOSED_DIGITAL_TWIN,0.24,9.4,27.01,0.2493144510721098,20.08570735856699,12.586635327287109,8,RG_AdaFedResidual
austin,158,PUBLISHED_FIELD,0.5700000000000001,9.34,26.51,0.5482608892536478,19.35329566920859,11.63514285714286,8,RG_AdaFedResidual
tongji,158,PUBLISHED_FIELD,22.21,8.040000000000001,22.42,21.30533644648829,20.33346024940237,10.573197278911566,8,RG_AdaFedResidual
virtual,158,DISCLOSED_DIGITAL_TWIN,0.33,9.4,26.9,0.248868802559372,20.245233873443137,12.548419047619047,8,RG_AdaFedResidual
austin,159,PUBLISHED_FIELD,0.53,9.32,26.52,0.5483244155073783,19.20984053327337,11.637785332093172,8,RG_AdaFedResidual
tongji,159,PUBLISHED_FIELD,21.67,7.91,24.05,20.65147380470492,19.481794518489973,11.10557823129252,8,RG_AdaFedResidual
virtual,159,DISCLOSED_DIGITAL_TWIN,0.24,9.39,26.91,0.2504461395087275,20.028580280701867,12.5485918235204,8,RG_AdaFedResidual
austin,160,PUBLISHED_FIELD,0.53,9.34,26.46,0.5453985920346701,19.31940943791193,11.61623136823006,8,RG_AdaFedResidual
tongji,160,PUBLISHED_FIELD,20.11,8.16,24.57,20.497729115110943,20.52069557762023,11.234601188371876,8,RG_AdaFedResidual
virtual,160,DISCLOSED_DIGITAL_TWIN,0.26,9.43,27.01,0.2687235129802817,20.30468561617048,12.587522598688624,8,RG_AdaFedResidual
austin,161,PUBLISHED_FIELD,0.55,9.32,26.57,0.5445561725524604,19.21216528969396,11.655714285714284,9,RG_AdaFedResidual
tongji,161,PUBLISHED_FIELD,24.09,8.13,24.37,20.54165487067201,21.318071074639526,11.313197278911566,9,RG_AdaFedResidual
virtual,161,DISCLOSED_DIGITAL_TWIN,0.28,9.41,26.84,0.2670186898860489,20.20846992288351,12.52327619047619,9,RG_AdaFedResidual
austin,162,PUBLISHED_FIELD,0.56,9.31,26.68,0.5488728298407959,19.169152228613225,11.69542857142857,9,RG_AdaFedResidual
tongji,162,PUBLISHED_FIELD,23.14,8.1,24.11,20.66906697722537,20.90650072358188,11.185986394557824,9,RG_AdaFedResidual
virtual,162,DISCLOSED_DIGITAL_TWIN,0.27,9.4,26.77,0.2753506440197059,20.139586991877128,12.496396981821851,9,RG_AdaFedResidual
austin,163,PUBLISHED_FIELD,0.56,9.3,26.4,0.5517137654155282,19.11233404679504,11.595428571428574,9,RG_AdaFedResidual
tongji,163,PUBLISHED_FIELD,23.39,8.1,23.63,20.90813369039581,20.97225947031832,11.032925170068028,9,RG_AdaFedResidual
virtual,163,DISCLOSED_DIGITAL_TWIN,0.33,9.42,26.86,0.2778708621438018,20.36428149249076,12.533180952380954,9,RG_AdaFedResidual
austin,164,PUBLISHED_FIELD,0.55,9.35,26.54,0.5499709366902543,19.3826198351485,11.645,9,RG_AdaFedResidual
tongji,164,PUBLISHED_FIELD,18.73,8.23,23.01,22.821008267821867,21.52873609968197,10.79881666399273,9,RG_AdaFedResidual
virtual,164,DISCLOSED_DIGITAL_TWIN,0.34,9.44,26.92,0.3278915639897305,20.50172487649904,12.55649523809524,9,RG_AdaFedResidual
austin,165,PUBLISHED_FIELD,0.51,9.31,26.65,0.5493822813089642,19.15449045727392,11.684259240627528,9,RG_AdaFedResidual
tongji,165,PUBLISHED_FIELD,18.49,8.14,21.69,22.8917147495186,21.058325446000783,10.352723051000758,9,RG_AdaFedResidual
virtual,165,DISCLOSED_DIGITAL_TWIN,0.34,9.39,26.77,0.3356151186578454,20.20410582888,12.49935238095238,9,RG_AdaFedResidual
austin,166,PUBLISHED_FIELD,0.55,9.31,26.77,0.5510970893928089,19.15686742583785,11.72718987525969,9,RG_AdaFedResidual
tongji,166,PUBLISHED_FIELD,24.7,8.1,22.94,23.011367256325308,21.31271948307268,10.851700680272112,9,RG_AdaFedResidual
virtual,166,DISCLOSED_DIGITAL_TWIN,0.35,9.41,26.81,0.3328363579737946,20.34129179246931,12.51504761904762,9,RG_AdaFedResidual
austin,167,PUBLISHED_FIELD,0.52,9.3,26.63,0.5458233944031572,19.09272790821522,11.676963859760136,9,RG_AdaFedResidual
tongji,167,PUBLISHED_FIELD,18.62,8.09,21.29,23.234262693381527,20.8769777750002,10.23065017796115,9,RG_AdaFedResidual
virtual,167,DISCLOSED_DIGITAL_TWIN,0.32,9.42,26.75,0.3351490833820867,20.37378648272293,12.491511577145086,9,RG_AdaFedResidual
austin,168,PUBLISHED_FIELD,0.58,9.32,26.63,0.5492927824308471,19.25323502062284,11.678428571428569,9,RG_AdaFedResidual
tongji,168,PUBLISHED_FIELD,15.09,8.08,23.74,22.80941127572026,20.710446328746546,11.04664263710423,9,RG_AdaFedResidual
virtual,168,DISCLOSED_DIGITAL_TWIN,0.36,9.41,26.94,0.3451452433599938,20.359183673469385,12.565028571428572,9,RG_AdaFedResidual
austin,169,PUBLISHED_FIELD,0.54,9.29,26.64,0.5484740294720599,19.03959370343652,11.680648886977371,9,RG_AdaFedResidual
tongji,169,PUBLISHED_FIELD,19.9,7.98,23.67,22.0948200779534,19.976525153797382,10.993666125630751,9,RG_AdaFedResidual
virtual,169,DISCLOSED_DIGITAL_TWIN,0.37,9.48,26.97,0.3541599087154747,20.79350595856426,12.576914285714286,9,RG_AdaFedResidual
austin,170,PUBLISHED_FIELD,0.53,9.35,26.55,0.5467987475597869,19.37817539233293,11.648434232038277,9,RG_AdaFedResidual
tongji,170,PUBLISHED_FIELD,18.21,7.99,24.31,21.00798595759264,19.736794580653964,11.166992624119429,9,RG_AdaFedResidual
virtual,170,DISCLOSED_DIGITAL_TWIN,0.4,9.46,27.1,0.361621962122628,20.7260997252388,12.627809523809525,9,RG_AdaFedResidual
austin,171,PUBLISHED_FIELD,0.55,9.29,26.65,0.5484471691155335,19.04171074423942,11.684285714285714,9,RG_AdaFedResidual
tongji,171,PUBLISHED_FIELD,21.0,8.040000000000001,23.11,21.03334908534997,20.01545998581589,10.759864588517686,9,RG_AdaFedResidual
virtual,171,DISCLOSED_DIGITAL_TWIN,0.42,9.46,26.83,0.395673496712578,20.75950490443698,12.52586666666667,9,RG_AdaFedResidual
austin,172,PUBLISHED_FIELD,0.55,9.32,26.62,0.5494484781183757,19.21216528969396,11.67357142857143,9,RG_AdaFedResidual
tongji,172,PUBLISHED_FIELD,15.39,7.99,22.43,20.487069848091423,19.59384391317253,10.506274959786046,9,RG_AdaFedResidual
virtual,172,DISCLOSED_DIGITAL_TWIN,0.41,9.48,26.99,0.4035049561093842,20.861947123285614,12.586361904761906,9,RG_AdaFedResidual
austin,173,PUBLISHED_FIELD,0.59,9.32,26.63,0.5512574925715502,19.26670047036401,11.678857142857142,9,RG_AdaFedResidual
tongji,173,PUBLISHED_FIELD,16.51,8.08,22.59,19.79376043323093,19.89059118152063,10.532398385029833,9,RG_AdaFedResidual
virtual,173,DISCLOSED_DIGITAL_TWIN,0.44,9.45,26.99,0.4111097892923711,20.73263596885255,12.587733333333334,9,RG_AdaFedResidual
austin,174,PUBLISHED_FIELD,0.53,9.33,26.87,0.5508231295631815,19.27012427745292,11.762892419838424,9,RG_AdaFedResidual
tongji,174,PUBLISHED_FIELD,17.61,8.02,24.19,18.98464287789979,19.33675983721957,11.04359086576462,9,RG_AdaFedResidual
virtual,174,DISCLOSED_DIGITAL_TWIN,0.42,9.42,26.75,0.4121377076145595,20.521409666341743,12.495390476190478,9,RG_AdaFedResidual
austin,175,PUBLISHED_FIELD,0.54,9.36,26.74,0.5491867470564721,19.43831010493873,11.716393717730991,9,RG_AdaFedResidual
tongji,175,PUBLISHED_FIELD,20.09,7.94,24.12,18.471049986551943,19.21222726621676,11.064897959183677,9,RG_AdaFedResidual
virtual,175,DISCLOSED_DIGITAL_TWIN,0.44,9.4,26.79,0.4295467629576384,20.4350169212335,12.511542857142857,9,RG_AdaFedResidual
austin,176,PUBLISHED_FIELD,0.5700000000000001,9.34,26.65,0.5500947007074236,19.35329566920859,11.685142857142855,9,RG_AdaFedResidual
tongji,176,PUBLISHED_FIELD,21.21,7.9,23.56,18.65102994555853,19.30274517242444,10.920136054421768,9,RG_AdaFedResidual
virtual,176,DISCLOSED_DIGITAL_TWIN,0.4,9.43,26.71,0.4063125387013677,20.55815622497845,12.479526668435872,9,RG_AdaFedResidual
austin,177,PUBLISHED_FIELD,0.52,9.35,26.61,0.5493915938640632,19.38177610255895,11.669973925451316,9,RG_AdaFedResidual
tongji,177,PUBLISHED_FIELD,14.22,7.95,24.55,18.68130172092623,18.87000489451794,11.153658573643249,9,RG_AdaFedResidual
virtual,177,DISCLOSED_DIGITAL_TWIN,0.35,9.46,26.89,0.3943629859610031,20.716541253390268,12.54755183173917,9,RG_AdaFedResidual
austin,178,PUBLISHED_FIELD,0.5700000000000001,9.31,26.7,0.5568725677991095,19.182841123754045,11.703,9,RG_AdaFedResidual
tongji,178,PUBLISHED_FIELD,17.63,7.84,23.57,18.557358177401667,18.236756815423742,10.815266320166057,9,RG_AdaFedResidual
virtual,178,DISCLOSED_DIGITAL_TWIN,0.38,9.44,26.87,0.3737170043606116,20.572839592442644,12.539276190476192,9,RG_AdaFedResidual
austin,179,PUBLISHED_FIELD,0.5700000000000001,9.3,26.84,0.5569627676402414,19.126022941935865,11.753,9,RG_AdaFedResidual
tongji,179,PUBLISHED_FIELD,18.21,7.930000000000001,23.27,18.68541207355497,18.76248242233309,10.718452193478434,9,RG_AdaFedResidual
virtual,179,DISCLOSED_DIGITAL_TWIN,0.35,9.45,26.75,0.3512394230842158,20.58161775778848,12.492247135531471,9,RG_AdaFedResidual
austin,180,PUBLISHED_FIELD,0.55,9.32,26.98,0.5558947156697873,19.22031725677687,11.80239548781442,9,RG_AdaFedResidual
tongji,180,PUBLISHED_FIELD,17.2,7.96,26.01,18.767011884166905,18.948796054150662,11.653755587108854,9,RG_AdaFedResidual
virtual,180,DISCLOSED_DIGITAL_TWIN,0.34,9.45,26.76,0.3593692706103599,20.59615750218022,12.496428309513616,9,RG_AdaFedResidual
austin,181,PUBLISHED_FIELD,0.56,9.34,26.88,0.5538540922571261,19.339606774067768,11.766857142857145,10,RG_AdaFedResidual
tongji,181,PUBLISHED_FIELD,12.18,7.930000000000001,25.34,18.86988073480855,18.815033774463647,11.430063159243888,10,RG_AdaFedResidual
virtual,181,DISCLOSED_DIGITAL_TWIN,0.36,9.46,26.87,0.3583608007706043,20.65680272108844,12.538361904761905,10,RG_AdaFedResidual
austin,182,PUBLISHED_FIELD,0.55,9.33,26.84,0.5527027291064617,19.272726261469938,11.752258688390276,10,RG_AdaFedResidual
tongji,182,PUBLISHED_FIELD,12.09,7.86,26.24,17.583811829994843,18.06403454778437,11.683692999863736,10,RG_AdaFedResidual
virtual,182,DISCLOSED_DIGITAL_TWIN,0.35,9.47,26.85,0.3605950488765801,20.717383640115564,12.530770059377216,10,RG_AdaFedResidual
austin,183,PUBLISHED_FIELD,0.5700000000000001,9.32,26.81,0.5556974872797611,19.239659305572225,11.742285714285716,10,RG_AdaFedResidual
tongji,183,PUBLISHED_FIELD,16.03,7.930000000000001,25.93,16.344702309688575,18.07754879934323,11.52767492420498,10,RG_AdaFedResidual
virtual,183,DISCLOSED_DIGITAL_TWIN,0.35,9.49,26.69,0.3588241639788117,20.833282805534807,12.469736723686651,10,RG_AdaFedResidual
austin,184,PUBLISHED_FIELD,0.52,9.33,26.84,0.5538700005879278,19.274340040129346,11.752308714310912,10,RG_AdaFedResidual
tongji,184,PUBLISHED_FIELD,15.0,7.96,26.26,16.355374966447773,18.243797151086373,11.640355440807394,10,RG_AdaFedResidual
virtual,184,DISCLOSED_DIGITAL_TWIN,0.36,9.47,26.81,0.3565615814903666,20.71632653061225,12.515504761904763,10,RG_AdaFedResidual
austin,185,PUBLISHED_FIELD,0.56,9.31,26.72,0.5559089450617438,19.169152228613225,11.709714285714286,10,RG_AdaFedResidual
tongji,185,PUBLISHED_FIELD,15.1,8.02,24.01,16.57970397221108,18.637063035919343,10.884205604307937,10,RG_AdaFedResidual
virtual,185,DISCLOSED_DIGITAL_TWIN,0.33,9.43,26.79,0.355514239551746,20.47023523630116,12.50768065095094,10,RG_AdaFedResidual
austin,186,PUBLISHED_FIELD,0.54,9.34,26.84,0.5513814813995389,19.327715840323528,11.752202063488552,10,RG_AdaFedResidual
tongji,186,PUBLISHED_FIELD,15.53,7.94,24.13,17.01330936766023,18.33115231496148,10.942720110244634,10,RG_AdaFedResidual
virtual,186,DISCLOSED_DIGITAL_TWIN,0.31,9.43,26.86,0.3335023025042311,20.43027806514668,12.533341057638289,10,RG_AdaFedResidual
austin,187,PUBLISHED_FIELD,0.5700000000000001,9.29,26.82,0.5566365930442597,19.06920476011768,11.745857142857144,10,RG_AdaFedResidual
tongji,187,PUBLISHED_FIELD,18.22,7.97,25.28,17.167160413870775,18.84640843617877,11.383129251700682,10,RG_AdaFedResidual
virtual,187,DISCLOSED_DIGITAL_TWIN,0.27,9.44,26.69,0.3164064169467023,20.45788854904601,12.467797626679468,10,RG_AdaFedResidual
austin,188,PUBLISHED_FIELD,0.55,9.3,26.84,0.5535987696305433,19.10351065563017,11.752297090127025,10,RG_AdaFedResidual
tongji,188,PUBLISHED_FIELD,18.72,7.95,25.55,17.50852399852346,18.881046330230035,11.495374149659863,10,RG_AdaFedResidual
virtual,188,DISCLOSED_DIGITAL_TWIN,0.3,9.41,26.8,0.307652801555123,20.26265625467265,12.509302223309188,10,RG_AdaFedResidual
austin,189,PUBLISHED_FIELD,0.55,9.31,26.92,0.554999677105386,19.16226394636295,11.780928557590231,10,RG_AdaFedResidual
tongji,189,PUBLISHED_FIELD,23.2,7.86,25.76,17.712324606261838,19.61795869226755,11.74965986394558,10,RG_AdaFedResidual
virtual,189,DISCLOSED_DIGITAL_TWIN,0.28,9.43,26.74,0.2932592367885017,20.35380552203116,12.485787088919857,10,RG_AdaFedResidual
austin,190,PUBLISHED_FIELD,0.55,9.33,26.98,0.554746903342255,19.275551318385585,11.802346295857523,10,RG_AdaFedResidual
tongji,190,PUBLISHED_FIELD,19.7,7.81,25.29,17.996779833531313,18.39699044267285,11.446938775510205,10,RG_AdaFedResidual
virtual,190,DISCLOSED_DIGITAL_TWIN,0.27,9.4,26.8,0.2921436064375933,20.173044537762188,12.508593231532386,10,RG_AdaFedResidual
austin,191,PUBLISHED_FIELD,0.53,9.32,26.79,0.5557039980889922,19.22005415075857,11.734530171346671,10,RG_AdaFedResidual
tongji,191,PUBLISHED_FIELD,19.99,7.88,26.39,18.03094480616903,18.85834058612726,11.832925170068028,10,RG_AdaFedResidual
virtual,191,DISCLOSED_DIGITAL_TWIN,0.25,9.47,26.62,0.2836493416430311,20.57290663904503,12.439633493713208,10,RG_AdaFedResidual
austin,192,PUBLISHED_FIELD,0.5700000000000001,9.31,26.72,0.5552549997755666,19.182841123754045,11.710142857142856,10,RG_AdaFedResidual
tongji,192,PUBLISHED_FIELD,23.68,7.86,24.85,18.41756874374841,19.74386961038244,11.459727891156463,10,RG_AdaFedResidual
